0.0000053833 40.0233261918 0.3846254848
0.0000054920 40.7991928804 0.3846254848
0.0000056030 41.5901003558 0.3846254848
0.0000057162 42.3963401871 0.3846254848
0.0000058317 43.2182095953 0.3846254848
0.0000059495 44.0560115622 0.3846254848
0.0000060696 44.9100549430 0.3846254848
0.0000061923 45.7806545793 0.3846254848
0.0000063174 46.6681314153 0.3846254848
0.0000064450 47.5728126166 0.3846254848
0.0000065752 48.4950316902 0.3846254848
0.0000067080 49.4351286074 0.3846254848
0.0000068435 50.3934499295 0.3846254848
0.0000069818 51.3703489352 0.3846254848
0.0000071228 52.3661857510 0.3846254848
0.0000072667 53.3813274835 0.3846254848
0.0000074135 54.4161483553 0.3846254848
0.0000075632 55.4710298423 0.3846254848
0.0000077160 56.5463608148 0.3846254848
0.0000078719 57.6425376802 0.3846254848
0.0000080309 58.7599645298 0.3846254848
0.0000081932 59.8990532872 0.3846254848
0.0000083587 61.0602238600 0.3846254848
0.0000085275 62.2439042952 0.3846254848
0.0000086998 63.4505309360 0.3846254848
0.0000088756 64.6805485834 0.3846254848
0.0000090549 65.9344106598 0.3846254848
0.0000092378 67.2125793759 0.3846254848
0.0000094244 68.5155259012 0.3846254848
0.0000096148 69.8437305377 0.3846254848
0.0000098090 71.1976828966 0.3846254848
0.0000100072 72.5778820792 0.3846254848
0.0000102093 73.9848368600 0.3846254848
0.0000104156 75.4190658752 0.3846254848
0.0000106260 76.8810978129 0.3846254848
0.0000108406 78.3714716083 0.3846254848
0.0000110596 79.8907366424 0.3846254848
0.0000112830 81.4394529441 0.3846254848
0.0000115110 83.0181913968 0.3846254848
0.0000117435 84.6275339486 0.3846254848
0.0000119807 86.2680738268 0.3846254848
0.0000122228 87.9404157565 0.3846254848
0.0000124697 89.6451761832 0.3846254848
0.0000127216 91.3829835004 0.3846254848
0.0000129786 93.1544782803 0.3846254848
0.0000132408 94.9603135109 0.3846254848
0.0000135082 96.8011548355 0.3846254848
0.0000137811 98.6776807989 0.3846254848
0.0000140595 100.5905830965 0.3846254848
0.0000143436 102.5405668300 0.3846254848
0.0000146333 104.5283507664 0.3846254848
0.0000149289 106.5546682282 0.3846254848
0.0000152305 108.6202660248 0.3846254848
0.0000155382 110.7259055723 0.3846254848
0.0000158521 112.8723625592 0.3846254848
0.0000161723 115.0604282898 0.3846254848
0.0000164990 117.2909096647 0.3846254848
0.0000168323 119.5646285601 0.3846254848
0.0000171723 121.8824227153 0.3846254848
0.0000175193 124.2451470834 0.3846254848
0.0000178732 126.6536722500 0.3846254848
0.0000182342 129.1088861190 0.3846254848
0.0000186026 131.6116935558 0.3846254848
0.0000189784 134.1630169449 0.3846254848
0.0000193618 136.7637972518 0.3846254848
0.0000197529 139.4149929940 0.3846254848
0.0000201519 142.1175808033 0.3846254848
0.0000205590 144.8725573372 0.3846254848
0.0000209744 147.6809373982 0.3846254848
0.0000213981 150.5437568260 0.3846254848
0.0000218303 153.4620700791 0.3846254848
0.0000222713 156.4369526527 0.3846254848
0.0000227212 159.4695022166 0.3846254848
0.0000231802 162.5608343144 0.3846254848
0.0000236485 165.7120895299 0.3846254848
0.0000241263 168.9244296558 0.3846254848
0.0000246136 172.1990385946 0.3846254848
0.0000251109 175.5371228843 0.3846254848
0.0000256181 178.9399122127 0.3846254848
0.0000261357 182.4086618286 0.3846254848
0.0000266636 185.9446486481 0.3846254848
0.0000272023 189.5491764796 0.3846254848
0.0000277518 193.2235744143 0.3846254848
0.0000283124 196.9691951669 0.3846254848
0.0000288844 200.7874189777 0.3846254848
0.0000294679 204.6796540317 0.3846254848
0.0000300632 208.6473339726 0.3846254848
0.0000306705 212.6919214066 0.3846254848
0.0000312901 216.8149057545 0.3846254848
0.0000319222 221.0178073524 0.3846254848
0.0000325670 225.3021735346 0.3846254848
0.0000332249 229.6695838985 0.3846254848
0.0000338961 234.1216479263 0.3846254848
0.0000345809 238.6600053308 0.3846254848
0.0000352794 243.2863282177 0.3846254848
0.0000359921 248.0023210586 0.3846254848
0.0000367192 252.8097210074 0.3846254848
0.0000374610 257.7102984768 0.3846254848
0.0000382178 262.7058612926 0.3846254848
0.0000389898 267.7982484891 0.3846254848
0.0000397775 272.9893357454 0.3846254848
0.0000405810 278.2810357786 0.3846254848
0.0000414008 283.6752973360 0.3846254848
0.0000422372 289.1741075117 0.3846254848
0.0000430904 294.7794919502 0.3846254848
0.0000439609 300.4935151965 0.3846254848
0.0000448490 306.3182825668 0.3846254848
0.0000457550 312.2559376937 0.3846254848
0.0000466793 318.3086684673 0.3846254848
0.0000476223 324.4787030220 0.3846254848
0.0000485843 330.7683132344 0.3846254848
0.0000495658 337.1798167598 0.3846254848
0.0000505671 343.7155725362 0.3846254848
0.0000515886 350.3779885820 0.3846254848
0.0000526307 357.1695172285 0.3846254848
0.0000536940 364.0926585776 0.3846254848
0.0000547787 371.1499620042 0.3846254848
0.0000558852 378.3440243385 0.3846254848
0.0000570142 385.6774955415 0.3846254848
0.0000581660 393.1530738943 0.3846254848
0.0000593410 400.7735108577 0.3846254848
0.0000605398 408.5416113921 0.3846254848
0.0000617628 416.4602319793 0.3846254848
0.0000630105 424.5322863666 0.3846254848
0.0000642833 432.7607474652 0.3846254848
0.0000655820 441.1486407461 0.3846254848
0.0000669068 449.6990530392 0.3846254848
0.0000682584 458.4151291863 0.3846254848
0.0000696373 467.3000758403 0.3846254848
0.0000710441 476.3571611316 0.3846254848
0.0000724793 485.5897151609 0.3846254848
0.0000739434 495.0011331509 0.3846254848
0.0000754372 504.5948736636 0.3846254848
0.0000769611 514.3744661341 0.3846254848
0.0000785159 524.3435047154 0.3846254848
0.0000801020 534.5056501569 0.3846254848
0.0000817202 544.8646421226 0.3846254848
0.0000833710 555.4242846728 0.3846254848
0.0000850552 566.1884578780 0.3846254848
0.0000867734 577.1611185084 0.3846254848
0.0000885264 588.3462961096 0.3846254848
0.0000903147 599.7480946189 0.3846254848
0.0000921392 611.3707013354 0.3846254848
0.0000940005 623.2183898030 0.3846254848
0.0000958995 635.2955059545 0.3846254848
0.0000978368 647.6064812862 0.3846254848
0.0000998132 660.1558323488 0.3846254848
0.0001018296 672.9481646997 0.3846254848
0.0001038867 685.9881669984 0.3846254848
0.0001059853 699.2806256940 0.3846254848
0.0001081264 712.8304151435 0.3846254848
0.0001103107 726.6424974126 0.3846254848
0.0001125391 740.7219387630 0.3846254848
0.0001148125 755.0738966761 0.3846254848
0.0001171319 769.7036271206 0.3846254848
0.0001194981 784.6164894023 0.3846254848
0.0001219121 799.8179431466 0.3846254848
0.0001243749 815.3135513695 0.3846254848
0.0001268874 831.1089806631 0.3846254848
0.0001294507 847.2100170690 0.3846254848
0.0001320658 863.6225408895 0.3846254848
0.0001347338 880.3525513696 0.3846254848
0.0001374556 897.4061640266 0.3846254848
0.0001402323 914.7896092419 0.3846254848
0.0001430652 932.5092333932 0.3846254848
0.0001459553 950.5715034614 0.3846254848
0.0001489038 968.9830091474 0.3846254848
0.0001519119 987.7504603122 0.3846254848
0.0001549807 1006.8807013407 0.3846254848
0.0001581115 1026.3807083756 0.3846254848
0.0001613056 1046.2575763405 0.3846254848
